Nama,Bintang,Tanggal dan Waktu,Ulasan
Rahayu Diniar,5,11/9/2023 9:51,"Pergi kemana pun akan terasa mudah dan nyaman jika menggunakan aplikasi ini, terimakasih traveloka"
Siti mariamah Pazriadi,5,11/12/2023 5:26,"Aplikasi nya bermanfaat dan banyak juga promo promo yang ditawarkan, lebih gampang dalam memesan tiket dan lainnya"
Bby Milktt,5,11/7/2023 5:50,Sangat memudahkan kita untuk Travelling dengan banyaknya promo promo yang ada
Lombok Legi,5,11/11/2023 10:54,Sangat membantu aplikasi ini Bagus sekalih Banyak promo juga Ngga nyesel banget kemana mana pesen di traveloka
Nia Azrelia,5,11/11/2023 10:27,"Aplikasi Traveloka sangat membantu dalam perjalanan liburan,bisa mudah pesan hotel dan tiket pesawat"
ACHMAD ZAEDANI,5,11/8/2023 8:29,Perjalanan semakin mudah untuk mencari penginapan dan tiket perjalanan
Indri Murtiasari,5,11/5/2023 8:44,Aplikasi booking hotel terbaik dan terpercaya. Terimakasih traveloka
kevin Sae,5,11/5/2023 12:40,Sangat bagus untuk berlibur pake Traveloka karna mudah di mengerti
Frisca Antika,5,11/3/2023 6:39,"Traveloka sangat membantu, memudahkan untuk pesan tiket dan banyak promo menarik"
Riyanti,5,11/7/2023 9:16,"Aplikasi yang sangat membantu, jadi lebih mudah memesan pesawat dan hotel"
Dwi putri Fatmasari,5,11/14/2023 10:22,Aplikasi pemesanan online yang bagus . Sangat terbantu bgtt thanks traveloka
Maya Nurdiantika,5,11/10/2023 6:52,Aplikasi yang sangat membantu para traveller dan mempermudah perjalanan
Zafira Slavina,5,11/2/2023 11:22,Seneng banget udah download app traveloka kita mau pergi kemana aja mudah banget.tinggal klik...
Haha cowards (Dedansa),5,11/3/2023 11:34,aplikasi serba ada dan simple! rekomen buat orang yang suka travel!
Aprilia Handayani,5,11/14/2023 6:36,"Sangat membantu sekali dengan aplikasi ini. Tidak perlu jauh jauh cukup dari HP saja,"
fachrul andika,5,11/15/2023 9:51,Aplikasinya sangat di butuhkan. Dan wajib ada di HP. Traveling jangan lupa Traveloka
Misba Husna,5,11/14/2023 9:15,Mempermudah perjalanan dan penginapan ketika liburan
Ali Irfansyah,1,11/4/2023 9:20,"Ada paylaternya, pas ngajuin ga di acc, sayang sekali fitur paylaternya ga bisa saya nikmati."
Almira Reyhansaputro,5,11/17/2023 7:47,Aplikasi sangat membantu. Semua lengkap untuk membantu perjalanan saya. Sangat puas dengan aplikasi ini
ratih nurmala,5,11/16/2023 4:39,"Bagus banget apk nya, mudah digunakan. Terimakasih traveloka."
Siti Nur Aliyah,5,11/11/2023 7:34,Sangat membantu dalam mengatasi segala perjalanan luar kota maupun luar negeri
Arif,5,11/9/2023 5:03,Sangat membantu sekali saat saya mau berpergian dan beli tiketpun bisa sangat mudah trimakasih Traveloka
Irpan Samosir,1,11/15/2023 12:23,"Jam terbang tiba tiba berganti padahal mau di pesan tiket nya, tolong di perbaiki lah"
Disa Zainal,5,11/4/2023 9:12,"Apk bagus untuk cari hotel/ penginapan, jdi yg mau liburan ini rekomendasi sih????"
20-001 Nur Ramadini,5,11/17/2023 11:44,"Aplikasi yang sangat bagus, banyak promo dan destinasi yang menyenangkan"
Widi Yantono,5,11/5/2023 8:38,Saat pergi keluar kota dipermuda untuk mencari penginapan yang pas
bibiana botahaba,5,11/15/2023 10:44,Aplikasi nya sangat membantu Lebih mudah mencari tiket pesawat karena adek kuliah di luar daerah Flores
Tetty Asriyanti,5,11/12/2023 11:41,"Aplikasi ini sangat bagus,sangat memudahkan saya untuk memesan tiket,hotel,dan aktivitas wisata."
Yunila Sari Rachmana Putri,5,11/14/2023 1:39,Traveloka aplikasi paling efektif dan dapat diandalkan
Rindi Andayani,5,11/3/2023 3:17,"Udah 2 tahun selalu pale traveloka kalo nyari hotel sama tilet maskapai , simple banyak diskon juga, koga sukses terus"
Meghan Dewi,5,11/12/2023 10:33,Aplikasi sangat membantu utk pesan pesan dan memilih tempat yg bagus
Rahmat Hidayat,5,11/12/2023 8:28,aplikasi yg sangat bagus. Banyak pilihan. Dan banyak lagi promo promonya
Azar Poply,5,11/2/2023 8:00,Aplikasi perjalanan yg mudah diakses dan cepat serta aman untuk perjalanan
Erpan di,5,11/3/2023 17:38,Aplikasi nya mudah di pahami dan simpel Gak ribet kaya yang lain
Sri Wahyuni,5,11/15/2023 7:32,"sekarang gk usah pusing"" kalo mau liburan soalnya ada Traveloka,liburan jd mudah"
Siska Rif'ati_52,5,11/11/2023 10:23,"Aplikasi perjalanan yang luar biasa, memudahkan kita untuk booking ticket"
Akmal Bayu Akmal Bayu Basalamah,5,11/12/2023 11:54,Aplikasi yang sangat bagus. Banyak pilihan hotel dan banyak promo.
raja arliantri,5,11/16/2023 5:49,Aplikasi yang sangat membantu untuk layanan transportasi dan pemesanan hotel
Wisnu Onyon,5,11/7/2023 9:57,"Aplikasi enak buat pesen-pesen hotel, pesawat, dll.. Mantaapp"
FEBRIAN FAJAR AKMAL,5,11/7/2023 4:21,Aplikasi yang sangat membantu saya untuk membeli tiket kereta dan mencari hotel yang murah
Chatur Hidayat,5,11/11/2023 10:25,"Sangat mudah untuk beli tiket tidak perlu ke stasiun, terima kasih."
furnitureklasik jepara,5,11/6/2023 4:18,Mencari tempat liburan menjadi mudah dan bisa nyesuain buget
Vladimir boy,5,11/14/2023 11:34,Apk yang bisa dibilang dapat mempermudah saat kita mau staycation ataupun mau pergi jauh
dikri mudzakir,5,11/14/2023 10:32,"Jadi lebih mudah dan simple booking tiket dan hotel , mkasih traveloka"
Lia Agustina,5,11/7/2023 4:24,"Aplikasi yang sangat membantu, untuk saya yang suka traveling, Traveloka the best"
Bossqueeadm,5,11/5/2023 9:25,Mantapp. Aplikasi yg memudahkan saya untuk memesan tiket perjalanan dengan cepat
Ramdhan,5,11/16/2023 3:43,"Aplikasi sangat membantu mencari destinasi wisata, terima kasih traveloka"
Bonbon Coy,5,11/13/2023 7:53,Sangat membantu pemesanan sekali ga usah ribet ribet antri lagi mantap traveloka
Annisa Fitriani,5,11/11/2023 10:00,"Dengan adanya Traveloka kemana pun kalian berada don't worry, ada Traveloka semuanya menjadi mudah????????"
Arielpen Tanjung,5,11/6/2023 8:41,"Aplikasi paling bagus menurut aku untuk berpergian, terjangkau & banyak diskon juga best lah pokoknya ??"
Annisa Fransiska,5,11/8/2023 8:23,"Pesen tiket liburan jadi gampang dan praktis, nyaman liburan pake traveloka"
Zahra Julia,5,11/14/2023 11:28,Sangat bagus dan bermanfaat pokoknya harus punya apk Traveloka buat healing ??
siska ariyati,5,11/13/2023 10:38,"Harga terbaik, proses cepat pengoprasian mudah, the best"
dianyra eka,5,11/12/2023 13:02,sangat membantu untuk yg perlu cepat dan memudahkan sekali untuk pemula
Anisa Dewi,5,11/14/2023 12:46,sukaaa banget sama traveloka .. harga nya murah & cari hotel ato tiket pesawat mudah bgtt ????
Chintya Chintya,5,11/4/2023 4:57,"Aplikasi yang mudah di gunakan, dan membantu bangett.??"
Galih Ar,5,11/3/2023 6:54,Apk yg sangat membantu dalam perjalanan saya dan pembayaran sangat mudah dan dimna saja.
Reni Yulianti,5,11/6/2023 11:16,Kalau mu pergi kemana pun enak banget ada traveloka bener bener mempermudah kemana pun kita pergi ??????
FATUR Riski,5,11/3/2023 6:53,"Semua a bisa mudah, perjalanan liburan jadi nyaman"
Miki Samsung,5,11/13/2023 12:53,Pelayanan nya sangat memuaskan.semoga kedepan nya bisa tambah nyaman lagi
Alfa KH,5,11/2/2023 10:11,Cara kerja gampang dan semua mudah kalau pakai Traveloka
Komala 304 (Malla),5,11/7/2023 3:03,"Aplikasi sangat bagus, dan membantu bgt, tetap pertahankan kualitas nyaa????????"
Aditya Wahyudin,5,11/12/2023 14:36,"Apk nya bagus , bnyk promo dan juga bnyk pilihan wisata yg menarik"
Farkhi Muzaki,5,11/6/2023 7:52,Banyak banget menu paket liburan yang solutif dan promo diskonannya
Semen Laut,5,11/9/2023 10:01,aplikasinya cukup membantu untuk booking hotel maupun pesawat
Eviie Kuserawati,5,11/8/2023 8:24,"aplikasi yang sangat membantu , memudahkan booking hotel dan pesawat"
Muhammad Idim,5,11/11/2023 4:07,Aplikasi sangat membantu dan lebih mudah thank you Traveloka ????
Nia Fauziah,5,11/14/2023 6:54,"mempermudah untuk segala pemesanan tiket udara, darat, dan boking hotel"
Erik Wahyudi,5,11/9/2023 9:06,Sangat bermanfaat dan bisa membantu perjalanan lebih mudah??
sheila ventya,5,11/16/2023 10:43,Aplikasi andalan dalam pesen hotel dan tiket pesawat .. Good application
Hamidah Iwan,1,11/13/2023 10:52,"Traveloka gak sesuai rutenya, booking tiket dari kendari ke palembang transit 4 kali, padahal di e- tiketnya cuma sekali"
Moch Maslukhus,5,11/7/2023 9:44,aplikasinya sangat bagus memudahkan kita untuk pembelian tiket ketika kita sedang liburan
Nadia Clarisa,5,11/8/2023 3:30,Apk nya mudah di gunakan dan dapat membantu kita dalam perjalanan nanti
Riska Febriyati Nengsih,5,11/8/2023 6:11,"Aplikasinya sangat bagus, fiturnya juga mudah dipahami"
FATA793,5,11/8/2023 12:38,"Luar biasa nih Traveloka,, tolong lah tiket pesawat domestik khusus nya ke Aceh harga tiketnya di kasih diskon, jangan terlalu mahal,, sedangkan untuk internasional murah domestik mahal ????"
bryan Tobeco,3,10/28/2023 22:44,"Harga awal lebih murah, saat sudah selesai ketik nama penumpang tiba tiba harga naik, tidak profesional Traveloka"
Dirli Dirli12,5,11/16/2023 7:01,Apknya sangat bagus mudah di mengerti banyak sekali promo promo yg di berikan
Nanang Khilmi,5,11/15/2023 10:34,aplikasi yang bagus dan sangat membantu untuk pergi kemana saja dengan aplikasi ini pokoknya the best lah
Rocky S.,1,9/1/2023 20:44,"Karena alasan keamanan, belum bisa menghapus nomor telepon. Supaya aman saya turunin dulu bintangnya ya karena saya mau mengganti no HP saja tidak bisa. Benar2 mengecewakan."
engki pape,5,10/27/2023 3:40,Aplikasinya ini sangat membantu sekali untuk masyarakat. Lebih cepat dan jelas dalam pelayanan.Apalagi pada saat mendesak aplikasi ini sangat berguna dan membantu.????
Dwi setya rahman Rahman,5,11/5/2023 6:30,Aplikasinya mudah digunakan. Jadi gampang pergi kemana mana. The best pokonya
King Noob,5,11/6/2023 7:24,sungguh aplikasi yang sangat menarik dan membantu sekali untuk liburan
Calvin Wijaya,5,11/7/2023 4:36,"Sangat mudah dalam penggunaan, jadi sangat praktis untuk berpergian"
mas habib,5,11/15/2023 5:05,"Mudah digunakan untuk pemesanan , dan sangat membantu"
Lia Adelina,1,10/5/2023 1:05,"Parah mau reschedule penerbangan malah di tunda,tolong di tangani secepat nya waktu nya sisa hari ini untuk packing,maaf kecewa bgt sebagai pemula di berat kan"
Buddy Setiawan,5,11/1/2023 13:25,"Sangat membantu sekali untuk bepergian, dari dulu selalu pake traveloka, banyak keuntungan yang didapat"
Keluarga NurDa,5,11/4/2023 11:23,Mudah2an bisa membantu saya dalam pembelian tiket dengan lebih cepat dan tidak ribet
suciani bintari,5,11/5/2023 11:54,mau pesan hotel/tiket apapun bisa di traveloka ga ribet dan sat set terimakasih traveloka
Laodeammar Faizsyahnasti,5,10/30/2023 11:06,"Wowww, Traveloka sangat nyaman buat sebagai aplikasi untuk traveling apalagi harga bisa dibilang terjangkau di dompet????"
Syafa Alkahfi,5,10/30/2023 3:41,"Aplikasinya Bagus, Mempermudah dan Menghemat Waktu Untuk membeli tiket Pesawat. Terimakasih Aplikasi Traveloka"
Megantoro Meg,1,10/6/2023 23:51,gimana sih ini.. mau pesan tiket bioskop tp kok gak ada menu bioskop. padahal sudah gw update aplikasinya.. payah !!
Ahmad Suhepi,5,11/9/2023 5:51,"Keren app nya , mudah digunakan dan memesan hotel untuk liburan sangat mudah.yuk lihuran bersama Traveloka"
Maikel Maikel,5,11/14/2023 6:49,Pertama kali ke luar kota sendirian tadinya bingung tapi ada aplikasi Traveloka jadi enak mau kemana2
Jhoni Langsa,5,11/15/2023 7:26,Aplikasi ini sangat memudahkan kan sayang membantu dimanapun dan kapanpun
Aep Pudin,5,11/10/2023 9:34,Aplikasi yang sangat membantu untuk mencari hotel terdekat atau membeli tiket pesawat
Van's oXo,5,10/30/2023 2:24,"traveloka aplikasi yg begitu mudah di pahami,banyak pilihannya.termasuk tiket pesawat,kereta,bis dan lain lain."
Bimmapebriana27,5,11/2/2023 10:51,Wah mantap sih traveloka jadi kalo mau kmna2 ga ribet.. Karena ada traveloka
ruth girsang,5,11/6/2023 4:58,Sangat membantu saya untuk membeli tiket pesawat dan kereta jika ingin bepergian
Kharis Herdiyanzah KZ_Film,5,11/5/2023 15:20,Aplikasinya mantap tinggal tingkatkan lagi biar makin baik dan bagus
Jamal Ludin,5,11/2/2023 12:02,Terbaik untuk yg suka Travelling ga ribet recommended bgt lah.
M Sabil M 00,5,11/5/2023 11:41,"Pembayaran mudah dan gampang, recommended ????"
Wage Budi Cahyono,5,10/22/2023 8:55,"Aplikasi ini sangat menarik sebagai tempat mencari informasi yang kita butuhkan,semoga selalu membantu masukan informasinya bagi saya."
JunArt Armyscaper,1,11/2/2023 5:30,Dua kali saya pesan tiket pesawat di traveloka gak ada yang jelas.. jadwal berubah. Dan tidak ada pemberitahuan. Aplikasi Sampah
Java Creative,2,9/22/2023 2:19,"Udah lama pakai aplikasi ini ,,tapi paylater ga di Approve dan CC Juga Gagal terus...4 tahun lebih pakai aplikasi ini namun hanya dapat sekali kesempatan pengajuan paylater."
Melati dwi,5,11/8/2023 3:21,"sangat bagus sangat membantu untuk perjalanan , aplikasinya juga sangat bagus good job"
Wulan Rizki Nurhalimah,5,10/20/2023 8:48,Aplikasinya berguna bgt buat yg lagi cari tempat wisata. pelayanan constumer servicenya juga ramah. Topp pokonya
Gusnaeni Aenhy,4,11/7/2023 5:42,aplikasi ini sangat membantu saya yang sering bepergian dan metode pembayarannya sangat mudah
Jerry Kurniawan,5,11/11/2023 6:00,"Recommended banget lah buat yang males ribet kyk saya, ga bingung2 lagi cari hotel"
Juliani Lim,2,11/1/2023 5:59,"Pesan hotel untuk di Jakarta, berubah pikiran mau ganti hotel jadi ajuin refund, setelah refund mau pesan hotel lain harga hotel nya naik banyak.. Sampai gak masuk akal banget, kamar yang harusnya cuman 200an rb jadi di patok 400an rb..kapok banget deh pakai traveloka..auto uninstall...????????????"
Intan Rostini,5,8/31/2023 12:23,"Sangat membatu untuk cari hotel, banyak diskon nya juga, review pengguna sangat membantu konsumen yg sedang cari hotel yg rekomended"
euis 111,5,11/12/2023 10:47,Aplikasi yg sangat berguna dan gampang sekali di pakai cepat dan pasti
Muh Afdol,5,10/29/2023 11:38,Aplikasi traveloka sangat memuaskan dan gampang untuk di gunakan saya suka karna berbagai fitur yang simple???
Raka Herlambang Saputra,5,10/25/2023 7:46,"Traveloka ini sangat rekomend banget,sangat sangat mempermudah kita untuk memesan keperluan/kebutuhan kita, seperti tiket,hotel dll."
Chandra Adi Saputra,1,9/20/2023 20:25,"Mbak/mas, INTERNET SAYA ATAU JARINGAN SAYA STABIL. TAPI DARI APLIKASI TRAVELOKA NYA MEMANG TIDAK MENGIRIM SMS VERIFIKASI KE SAYA! INI APLIKASI SEPERTI APLIKASI BODONG!"
Jamilah Mila,5,11/2/2023 8:48,Sukses selalu buat Traveloka agar kami bisa update fasilitas yang ada ??
Maryam Safwah gunawam,5,11/11/2023 4:30,"Sangat bagus, dan membuat semuanya jadi mudah dan praktis"
Insyira Imani Ekalanti,5,11/15/2023 10:05,Apk nya mempermudah kita untuk cari tiket dan penginapan
Roqy Heydar,5,9/22/2023 12:49,"sangat membantu saat traveling, dengan sangat banyak kemudahan. minusnya sering minta update terus, overall good"
Sunaryo Vardamean Manalu,5,10/24/2023 3:54,"Saya salah satu pengguna traveloka sejak tahun 2013 an, banyak promo yang sudah di dapat dan harga kompetitif."
Annisa Sabatini,2,9/15/2023 23:44,"Min, koq saya ga bisa pake paylater lagi yaa padahal statusnya udh lunas tpi di dasbord paylaternya masih ada limit yg bisa dipake.."
Mehwani silitonga,5,11/15/2023 9:44,"Traveloka adalah apl yg sudah tak asing lagi bagi kita, apl yg sangat berguna untuk kita yg suka traveling. Traveloka juga mudah digunakan dimanapun dan kapanpun."
lowren 67,2,10/31/2023 15:05,"pihak traveloka,saya mohon bantuan nya saya mengajukan refund tetapi disuruh untuk verifikasi terlebih dahulu,tapi saya tunggu code verifikasi nya tetap tidak muncul.Mohon Pencerahan nya dari pihak TRAVELOKA"
Kang Juna,2,10/26/2023 13:06,Menurut saya traveloka kurang bisa memberi kenyamanan pelanggan..tiket saya yang refund sdh lebih dr 3 minggu dana belum jg di kembalikan..pdhal janji manisnya dana cair menunggu 12 hari kerja..jika blm ada respon dr maskapai mk pihak Traveloka akan meminjami terlebih dahulu..tp nyatanya sampai 3 minggu blm jg ditranfer
Dimas Dimas,5,10/29/2023 7:30,Aplikasi ini sangat membantu klo lagi butuh tiket dan penginapan.. jalan2 tinggal klik aj santai deh...??
Agnia Djiqra,5,11/8/2023 3:43,sangat bagus dan mudah digunakan untuk pembelian tiket pesawat dll??
Alifiazuki Ira,5,10/31/2023 7:21,"Aplikasi yang sangat berguna, bisa buat beli tiket tanpa antri, banyak promo juga, love deh sama Traveloka"
A Zaini Dahlan,4,8/28/2023 0:56,"Aku dapat informasi apa yang aku butuhkan, meski belum lengkap..aku ada rencana mau ke Miami, USA, akhir tahun ini . Route penerbangannya seperti apa, ticket yang paling murah apa dan bgmn caranya.mksh"
3D Audio Music,5,11/16/2023 5:12,Terima kasih traveloka sudah mempermudah saya dalam mencari tempat untuk menginap
Witria Miftakhul Mahmudah,5,10/29/2023 8:19,"Sudah beberapa tahun selalu pakai Traveloka, sangat mudah dimengerti dan mempermudah pemesanan tiket pesawat"
Yu Dea,5,9/28/2023 11:22,"Untuk yg baru pakai,kalo misalkan kalian refund ke point basic itu bisa di tukarkan untuk tiket pesawat,bagus deh ni apl not bad lah"
Fahrur Roshie,5,10/19/2023 5:02,Aplikasinya sangat responsif serta selalu membrikan promo yang menarik dan sellau memudahkan dalam setiap perjalanan
Vanessa Angie,5,9/5/2023 23:57,Sangat - sangat membantu sekali..hanya tingkatkan sistem informasi yg lebih lengkap terutama setelah pembelian tiket pesawat dan hotel..????
Firmansyah,5,11/5/2023 8:56,Aplikasi yang sangat baik dan bagus buat boking hotel jika ingin berwisata ????
July Lita,5,10/1/2023 6:12,Traveloka membantu saya untk ga repot klu mau mncari tiket atau hotel untk liburan. Play store emang mantap deh smua aplikasi ad di play store
Naura Karlina,5,11/17/2023 4:15,Aplikasinya sangat membantu dalam segala kondisi apapun disaat sedang bepergian.
Valentino Kolibonso,5,11/7/2023 11:51,Aplikasinya bagus serta semua fiturnya lengkap
PanjiArta Samudra,1,10/3/2023 15:21,Aplikasi yg sangat menyusahkan ada layanan prmbayaran tp pas neriamrka kita harus tebak tebak bnyal pertanyaan hotel nya g ada udah tranfer uanv nya malah hilang jangan sekali kali tranfer uang keluar lemnalinya susah. Bukan mepermudah tp malah bikin rumit hati hati jangan asal tranfer
ferdinan dani reynaldi,5,11/16/2023 10:33,"Aplikasi sangat membantu dalam memesan tiket pesawat,sangat rekomen buat kaum mager"
Yosua Tumorang,5,10/25/2023 8:48,"Semua jadi mudah dan gampang di apk Traveloka, Jadi saya tidak ribet untuk pesan tiket pesawat dan penginapan, maju terus Traveloka"
Budi Handoko,1,9/5/2023 0:08,"Pengalaman buruk yg tidak bisa dilupakan. Sebagai pihak ketiga, Traveloka tidak bisa memberikan kenyamanan untuk customer nya."
Rakai Safaat,5,11/5/2023 11:46,"Sangat mudah dan banyak rekomendasi hotel"" bagus dan murah"
YAKUL BOLONG,5,10/24/2023 10:52,Waahhhh ini apk sangat membantu banget dan di sini sangat indah dan berkelas harga nya juga terjangkau murah??
Cattleya Azra,5,11/3/2023 9:58,Dengan traveloka memudahkan saya utk traveling kemana gak pake ribet..
